30 0
29.9984 0.314154
29.9934 0.628273
29.9852 0.942323
29.9737 1.25627
29.9589 1.57008
29.9408 1.88372
29.9194 2.19715
29.8948 2.51034
29.8669 2.82325
29.8357 3.13585
29.8012 3.44811
29.7634 3.76
29.7224 4.07147
29.6782 4.38249
29.6307 4.69303
29.5799 5.00306
29.5259 5.31254
29.4686 5.62144
29.4081 5.92972
29.3444 6.23735
29.2775 6.5443
29.2074 6.85053
29.134 7.156
29.0575 7.4607
28.9778 7.76457
28.8949 8.06759
28.8088 8.36973
28.7196 8.67095
28.6272 8.97122
28.5317 9.27051
28.4331 9.56878
28.3313 9.866
28.2264 10.1621
28.1185 10.4572
28.0074 10.751
27.8933 11.0437
27.7761 11.3352
27.6559 11.6255
27.5326 11.9144
27.4064 12.2021
27.2771 12.4884
27.1448 12.7734
27.0096 13.0569
26.8714 13.3391
26.7302 13.6197
26.5861 13.8989
26.4391 14.1765
26.2892 14.4526
26.1364 14.7271
25.9808 15
25.8223 15.2712
25.6609 15.5408
25.4968 15.8087
25.3298 16.0748
25.1601 16.3392
24.9876 16.6017
24.8124 16.8625
24.6345 17.1214
24.4538 17.3784
24.2705 17.6336
24.0845 17.8867
23.8959 18.138
23.7047 18.3872
23.5108 18.6344
23.3144 18.8796
23.1154 19.1227
22.9139 19.3637
22.7099 19.6026
22.5033 19.8394
22.2943 20.0739
22.0829 20.3063
21.8691 20.5364
21.6528 20.7643
21.4342 20.9899
21.2132 21.2132
20.9899 21.4342
20.7643 21.6528
20.5364 21.8691
20.3063 22.0829
20.0739 22.2943
19.8394 22.5033
19.6026 22.7099
19.3637 22.9139
19.1227 23.1154
18.8796 23.3144
18.6344 23.5108
18.3872 23.7047
18.138 23.8959
17.8867 24.0845
17.6336 24.2705
17.3784 24.4538
17.1214 24.6345
16.8625 24.8124
16.6017 24.9876
16.3392 25.1601
16.0748 25.3298
15.8087 25.4968
15.5408 25.6609
15.2712 25.8223
15 25.9808
14.7271 26.1364
14.4526 26.2892
14.1765 26.4391
13.8989 26.5861
13.6197 26.7302
13.3391 26.8714
13.0569 27.0096
12.7734 27.1448
12.4884 27.2771
12.2021 27.4064
11.9144 27.5326
11.6255 27.6559
11.3352 27.7761
11.0437 27.8933
10.751 28.0074
10.4572 28.1185
10.1621 28.2264
9.866 28.3313
9.56878 28.4331
9.27051 28.5317
8.97122 28.6272
8.67095 28.7196
8.36973 28.8088
8.06759 28.8949
7.76457 28.9778
7.4607 29.0575
7.156 29.134
6.85053 29.2074
6.5443 29.2775
6.23735 29.3444
5.92972 29.4081
5.62144 29.4686
5.31254 29.5259
5.00306 29.5799
4.69303 29.6307
4.38249 29.6782
4.07147 29.7224
3.76 29.7634
3.44811 29.8012
3.13585 29.8357
2.82325 29.8669
2.51034 29.8948
2.19715 29.9194
1.88372 29.9408
1.57008 29.9589
1.25627 29.9737
0.942323 29.9852
0.628273 29.9934
0.314154 29.9984
1.40072e-12 30
-0.314154 29.9984
-0.628273 29.9934
-0.942323 29.9852
-1.25627 29.9737
-1.57008 29.9589
-1.88372 29.9408
-2.19715 29.9194
-2.51034 29.8948
-2.82325 29.8669
-3.13585 29.8357
-3.44811 29.8012
-3.76 29.7634
-4.07147 29.7224
-4.38249 29.6782
-4.69303 29.6307
-5.00306 29.5799
-5.31254 29.5259
-5.62144 29.4686
-5.92972 29.4081
-6.23735 29.3444
-6.5443 29.2775
-6.85053 29.2074
-7.156 29.134
-7.4607 29.0575
-7.76457 28.9778
-8.06759 28.8949
-8.36973 28.8088
-8.67095 28.7196
-8.97122 28.6272
-9.27051 28.5317
-9.56878 28.4331
-9.866 28.3313
-10.1621 28.2264
-10.4572 28.1185
-10.751 28.0074
-11.0437 27.8933
-11.3352 27.7761
-11.6255 27.6559
-11.9144 27.5326
-12.2021 27.4064
-12.4884 27.2771
-12.7734 27.1448
-13.0569 27.0096
-13.3391 26.8714
-13.6197 26.7302
-13.8989 26.5861
-14.1765 26.4391
-14.4526 26.2892
-14.7271 26.1364
-15 25.9808
-15.2712 25.8223
