-18.7662	5.51905
-18.7662	5.51905
-18.7662	5.51905
-18.7662	5.51898
-17.9667	9.45556
-17.9667	9.45563
-15.9986	9.06941
-15.9986	9.06941
-15.9986	9.06941
-15.9986	9.06937
-15.068	10.8543
-15.068	10.8543
-15.068	10.8543
-15.0679	10.8543
-20.2388	-1.09073
-20.2388	-1.09073
-15.5131	7.82482
-15.5131	7.82482
-10.0775	15.1224
-10.0354	13.1532
-10.0775	15.1224
-10.0778	15.1236
-11.2252	16.7467
-10.0778	15.1236
-9.93398	17.1082
-9.93404	17.1081
-9.93398	17.1082
-8.31832	18.238
-18.0238	-4.14003
-18.0238	-4.14007
-18.589	-2.22608
-18.589	-2.22608
-18.589	-2.22608
-18.589	-2.22603
-18.589	-2.22603
-18.5889	-2.22597
-15.9949	2.89421
-15.9948	2.89426
-14.0851	6.42007
-14.0851	6.42007
-11.1716	11.4222
-11.1716	11.4222
-11.1716	11.4222
-11.1448	11.462
-11.1716	11.4222
-11.1715	11.4221
-10.0354	13.1532
-10.0354	13.1532
-10.0354	13.1532
-8.20655	13.9472
-8.31832	18.238
-8.31826	18.238
-18.2498	-7.63976
-18.2498	-7.6398
-17.7909	-5.69462
-18.0238	-4.14007
-17.7909	-5.69462
-17.7908	-5.6947
-17.1313	-0.85871
-17.1312	-0.858767
-13.0379	4.72054
-12.5072	4.30981
-18.2498	-7.6398
-18.2499	-7.63981
-17.7908	-5.6947
-17.7908	-5.6947
-17.7908	-5.6947
-17.7908	-5.69479
-16.5932	-2.72823
-16.5932	-2.72814
-17.1312	-0.858826
-17.1312	-0.858767
-6.36326	13.1937
-6.36318	13.1936
-6.54219	17.3147
-6.54219	17.3147
-6.2542	21.272
-6.2542	21.272
-21.9674	-11.8643
-21.9674	-11.8643
-19.3643	-9.13595
-18.2499	-7.63981
-19.3643	-9.13595
-19.3642	-9.13602
-17.7908	-5.69479
-17.7908	-5.69485
-14.6863	-2.18391
-14.6863	-2.18396
-11.6742	0.422004
-9.97383	0.511441
