-14	-13.8564	4.79727
-10	-17.3205	3.69115
-4	-6.9282	4.85698
9	15.5885	9.63315
-9	-19.0526	2.68813
-5	-12.1244	4.56639
8	0	3.47643
17	15.5885	6.44716
20	-3.4641	2.91357
23	-19.0526	6.70663
26	-13.8564	4.4459
